Position,q1,q21,q31,q4,q5,t1,t2,t3
0,-0.2880100805471302,0.648079130483335,1.96931540092879,1.1734788319560225,1.4430439922706364,-3.6695327077792106,-1.2686475815679759,7.1095137306882465
1,-0.4661845722517569,0.5748074974600818,1.9029752952454302,1.197753461802351,1.3943494259372662,-1.8236358324438355,-3.084410871929486,5.1599120554038524
2,0.11814323153767432,0.8571593015853075,1.908796285660589,0.5363428028865495,1.52973273467622,7.533364620417154,-24.951918745321837,-0.8188675897858303
3,0.07741024263189186,0.8973989781066768,1.7174840872488446,0.5866070542451455,1.5080730944004086,10.851885258040365,-35.29690875480764,-6.176109019808751
4,-0.05287461296297581,0.8382586078215607,1.7225983151872128,0.6450197073089469,1.4484921251249938,13.748106653543294,-37.61125470004233,-7.8073609784958125
5,-0.21275581485997785,0.8131475473020238,1.6044320806221806,0.748256856486718,1.391228096378226,9.039669020595941,-26.02586291591382,-5.433078989386486
6,-0.3453596005768456,0.5433689106513967,2.155155690067708,1.0705060035323972,1.4166269932802584,-4.094601840146812,0.5848982219183259,8.226863892778294
7,-0.5867395274222267,0.3525020065674833,2.239669674607037,1.0777842519866836,1.375460923274069,-7.118658917731044,6.450577615455068,10.195422855431328
8,-0.3995735486693378,0.5052149471560626,2.1654840278555474,1.0385062311084268,1.3989424993783715,-4.990108716018402,2.0126954514771462,8.681756950652622
9,0.408995400652069,0.8745968970494978,2.4894002494308087,0.799306977332851,1.8141753557178018,-5.751815277104742,5.463340125475436,9.979622725234064
10,0.22321704725045619,0.8042309540408193,2.4072571905624622,0.9044932846862986,1.6985496520747752,-5.784156550335749,2.1674534685129028,9.255791340075909
11,0.16143029697532948,0.7118035979783204,2.6645574682422337,0.8650633959475347,1.6447012498840443,-5.743800271836365,-0.22307736448910082,8.890531220772928
12,-0.4687132108278251,0.210402332853338,2.424343247187543,2.4727974979689713,0.3222466792937031,-35.873901614381964,51.12800792926349,39.498762478848946
13,-0.1090396081600162,0.565699263799678,2.5397389911391848,0.9209420737948356,1.493238090678845,-4.587500227961585,-1.3441054356225743,8.502873276970728
14,0.25026841845631903,0.7709416984199682,2.553274504441813,0.9780942220261877,1.7475139519578218,-4.7533895124780425,-0.6590220892860934,8.02353684527515
15,0.372227900955953,1.034030703819751,1.5391869170654693,0.5105510363728031,1.6681479200475504,11.534208192927078,-67.53060054279534,-15.083535621511674
16,-0.24836876267088734,0.8147619243975505,1.5633470853488909,0.7772788928805079,1.3802721395065927,8.878370909475631,-25.94427690024439,-6.087117563305743
17,0.031150687721337823,0.9238021547941491,1.5819940013592964,0.6364698592044431,1.4840029350464827,14.995643702619438,-47.34713146169959,-12.33583891684147
18,-0.11022913571997005,0.8694516822775963,1.5710327849879744,0.7070309815134378,1.4235055711154618,16.888414568374532,-46.27242907938524,-13.579813888199139
19,-0.2139430733247318,0.8619556219225962,1.4885860142358824,0.7814351207557088,1.388437516181544,13.190639123340647,-37.522143147670626,-11.999843685309173
